,name,model,price,color,fuel_type,origin_car,car_license,lime_type,glass,motor_power,car_speedometer,passengers,payment_method,displayed,ex_owners,additional_info,insurance_third,supplementary_body,total,ads_status,ads_start_data,ads_end_data
1132,فولكسفاجن باسات,2006,57000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-12,2018-06-11
1133,اوبل كورسا,2015,57500,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,١١٢ ,4+1 ,نقدا فقط ,للبيع أو التبديل ,١ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1007,2042,منتهي,2018-05-15,2018-06-14
1134,سكودا اوكتافيا,2004,52000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-13,2018-06-12
1135,داف 55,2000,40000,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,يدوي ,230 ,,2+1 ,نقدا فقط ,للتبديل فقط ,,,467,500,967,منتهي,2018-05-13,2018-06-12
1136,فولكسفاجن GTI,2006,80000,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,200 ,118000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,,935,1401,2335,منتهي,2018-05-13,2018-06-27
1137,سيت ابيزا,2012,54000,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,77000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,ثانية ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2018-05-13,2018-06-12
1138,هوندا سيفيك,1999,43000,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,مسجل CD,فتحة سقف,جنطات مغنيسيوم",670,500,1170,منتهي,2018-05-13,2018-06-02
1139,كيا سورينتو,2012,130000,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,70 ,6+1 ,نقدا فقط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,2275,3965,منتهي,2018-05-13,2018-06-22
1140,فولكسفاجن توران,2008,750000,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,,6+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,13126,14466,منتهي,2018-05-13,2018-05-28
1141,كيا مورننغ,2016,49500,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,18000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد صفر ,"مُكيّف,وسادة حماية هوائية",935,1000,1935,منتهي,2018-05-14,2018-06-13
1142,اوبل استرا,2004,48000,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,1234 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد خامسة ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-14,2018-06-13
1143,هونداي اتوس,1999,23000,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1000 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,"مُكيّف,مسجل CD,جنطات مغنيسيوم",467,500,967,منتهي,2018-05-14,2018-06-13
1144,نيسان باترول,2007,57000,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,4800 ,,6+1 ,نقدا فقط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1000,2690,منتهي,2018-05-14,2018-06-13
1145,رينو R9,1987,7500,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,,4+1 ,نقدا فقط ,للبيع فقط ,,,517,500,1017,منتهي,2018-05-15,2018-06-14
1146,ميتسوبيشي اتراج,2015,75000,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,50000 ,,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1313,2348,منتهي,2018-05-16,2018-06-15
1147,اوبل اسكونا,1983,1500,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,٠٠٠٠٠ ,,إمكانية التقسيط ,للتبديل فقط ,٦ ,"إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد",670,500,1170,منتهي,2018-05-15,2018-06-29
1148,فولكسفاجن جولف,2008,65000,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,115000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1138,2478,منتهي,2018-05-15,2018-06-14
1149,فولكسفاجن بولو,2005,37000,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,176000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1035,1000,2035,منتهي,2018-05-15,2018-06-14
1150,داتشيا ستيب واي,2016,65000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,900 ,30 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى  اصل شركة ,"مُكيّف,إغلاق مركزي,فرش جلد,وسادة حماية هوائية",935,1138,2073,منتهي,2018-05-16,2018-06-30
1151,ستروين  C4,2012,55000,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,105000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-16,2018-06-15
1152,اوبل كورسا,2016,58000,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,50 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1016,2050,منتهي,2018-05-16,2018-05-31
1153,ميتسوبيشي كانتر,2000,30000,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,3200 ,,2+1 ,نقدا فقط ,للبيع أو التبديل ,,,845,500,1345,منتهي,2018-05-16,2018-06-15
1154,فورد فيستا,2014,66000,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,12000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1155,2495,منتهي,2018-05-17,2018-06-16
1155,كيا ريو,2010,42000,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,٣٠٠٠٠ ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-17,2018-06-16
1156,هونداي افانتي,2006,37000,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,24489 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,8 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-17,2018-06-16
1157,سكودا فابيا,2003,31000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,......... ,4+1 ,نقدا فقط ,للبيع فقط ,......... ,"إغلاق مركزي,جنطات مغنيسيوم",1340,1000,2340,منتهي,2018-05-17,2018-06-16
1158,فولكسفاجن جولف,2003,46000,كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,٢١٠ الاف ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-19,2018-06-18
1159,فولكسفاجن بولو,2016,63000,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,47 الف  ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,مش منمرة ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1103,2138,منتهي,2018-05-27,2018-06-11
1160,فولكسفاجن كادي,2014,90000,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,65000 ,6+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1340,1576,2915,منتهي,2018-05-19,2018-06-18
1161,مرسيدس 250,1991,16000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,2500 ,90990800 ,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يدثالثة ,"مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",845,500,1345,منتهي,2018-05-19,2018-06-18
1162,هونداي اكسنت,2006,36000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,,,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-19,2018-06-18
1163,سكودا اوكتافيا,2014,86000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,٩٢٠٠٠ ,4+1 ,نقدا فقط ,للبيع أو التبديل ,١ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1506,2845,منتهي,2018-05-19,2018-06-18
1164,فولكسفاجن كادي,2002,20000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,٠٩٨٧٧٨٩٠ ,4+1 ,نقدا فقط ,للبيع فقط ,٤ ,مسجل CD,670,500,1170,منتهي,2018-05-20,2018-06-19
1165,سكودا اوكتافيا,2016,102000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,84000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1786,3125,منتهي,2018-05-20,2018-06-19
1166,سكودا اوكتافيا,2002,40000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مسجل CD,جنطات مغنيسيوم",670,500,1170,منتهي,2018-05-21,2018-06-05
1167,كيا سيراتو,2008,53000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-22,2018-06-21
1168,مرسيدس 280,1984,38000,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2800 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم",845,500,1345,منتهي,2018-05-21,2018-06-20
1169,فورد فوكس,2011,3600,سكني ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,,نقدا فقط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2018-05-21,2018-06-20
1170,فولكسفاجن باسات,1999,35000,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",670,500,1170,منتهي,2018-05-21,2018-06-20
1171,فولكسفاجن باسات,2006,67500,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1995 ,١٢٣٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1182,2522,منتهي,2018-05-21,2018-06-20
1172,مرسيدس 416,2004,120000,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,3000 ,360 ,6+1 ,نقدا فقط ,للبيع فقط ,ثالثه ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد,وسادة حماية هوائية",1690,2100,3790,منتهي,2018-05-21,2018-06-20
1173,هونداي H1,2011,50000,برتقالي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,350 الف  ,7+1 ,نقدا فقط ,للبيع أو التبديل ,يد أولى  ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1000,2690,منتهي,2018-05-22,2018-06-21
1174,فولكسفاجن باسات,2014,110000,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,83000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1926,3265,منتهي,2018-05-22,2018-06-21
1175,كيا اوبتيما,2014,80000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,,1340,1401,2740,منتهي,2018-05-22,2018-06-21
1176,سيت ليون,2012,65000,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,65000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1138,2173,منتهي,2018-05-23,2018-07-07
1177,مرسيدس 240,1983,16000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1900 ,000000000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"مُكيّف,جهاز إنذار,مسجل CD",670,500,1170,منتهي,2018-05-23,2018-06-22
1178,فورد فيستا,2015,47500,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,صفر ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2018-05-23,2018-06-22
1179,فيات 127,1984,5500,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,905 ,125000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,10 ,"مُكيّف,مسجل CD",467,500,967,منتهي,2018-05-23,2018-06-22
1180,اوبل كورسا,2014,54000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,82000 ,3+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2018-05-23,2018-06-22
1181,هونداي الانترا,1999,20000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"إغلاق مركزي,جنطات مغنيسيوم",670,500,1170,منتهي,2018-05-23,2018-06-22
1182,مرسيدس 250,1999,31000,أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,250 ,,,إمكانية التقسيط ,للبيع فقط ,يد سادسة ,"مُكيّف,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",467,500,967,منتهي,2018-05-24,2018-07-08
1183,فولكسفاجن جولف,1995,36000,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800 ,... ,,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,"مُكيّف,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",670,500,1170,منتهي,2018-05-24,2018-06-23
